s_dot_rec, ,gain, ,s_dot_des
0.306907,*,0,=,0

1.02109,*,0,=,0
0,*,0,=,0
0.98226,*,0,=,0
0.923507,*,0,=,0
0.931264,*,0,=,0
-0.200226,*,0,=,-0

0.940043,*,0,=,0
0.0839773,*,0,=,0
0.986274,*,0,=,0
1.03004,*,0,=,0
1.00897,*,0,=,0
0.209485,*,0,=,0

0.978412,*,0,=,0
-0.0746302,*,0,=,-0
1.05847,*,0,=,0
0.971227,*,0,=,0
0.916347,*,0,=,0
0.766253,*,0,=,0

0.945462,*,0,=,0
0.128356,*,0,=,0
1.01493,*,0,=,0
1.17902,*,0,=,0
1.16377,*,0,=,0
0.220993,*,0,=,0

0.967133,*,0,=,0
-0.0593972,*,0,=,-0
0.942185,*,0,=,0
1.03177,*,0,=,0
0.964175,*,0,=,0
0.135846,*,0,=,0

1.11014,*,0,=,0
0.155128,*,0,=,0
1.01257,*,0,=,0
1.02571,*,0,=,0
0.994566,*,0,=,0
-0.829755,*,0,=,-0

0.952554,*,0,=,0
0.322067,*,0,=,0
0.982975,*,0,=,0
1.01753,*,0,=,0
0.963028,*,0,=,0
0.113168,*,0,=,0

0.969589,*,0,=,0
-0.54698,*,0,=,-0
0.974416,*,0,=,0
1.07693,*,0,=,0
1.11096,*,0,=,0
0.0254483,*,0,=,0

0.967839,*,0,=,0
0.102062,*,0,=,0
1.04717,*,0,=,0
0.821458,*,0,=,0
0.9818,*,0,=,0
-0.806271,*,0,=,-0

0.96586,*,0,=,0
-0.104176,*,0,=,-0
1.02677,*,0,=,0
0.891947,*,0,=,0
1.08543,*,0,=,0
-0.260277,*,0,=,-0

1.02019,*,0,=,0
0.0382665,*,0,=,0
1.02045,*,0,=,0
0.981815,*,0,=,0
1.0117,*,0,=,0
-0.0142162,*,0,=,-0

1.0972,*,0,=,0
-0.0192324,*,0,=,-0
0.951557,*,0,=,0
0.911684,*,0,=,0
0.828117,*,0,=,0
0.174033,*,0,=,0

0.952704,*,0,=,0
0.0144047,*,0,=,0
1.06926,*,0,=,0
1.10549,*,0,=,0
1.27931,*,0,=,0
-0.160742,*,0,=,-0

1.01691,*,0,=,0
0,*,0,=,0
0.961635,*,0,=,0
1.20115,*,0,=,0
0.932591,*,0,=,0
0.607154,*,0,=,0

0.951393,*,0,=,0
-0.0113645,*,0,=,-0
0.981588,*,0,=,0
0.905891,*,0,=,0
0.910244,*,0,=,0
-0.764716,*,0,=,-0

0.983675,*,0,=,0
0.0119578,*,0,=,0
1.03509,*,0,=,0
0.90356,*,0,=,0
1.07539,*,0,=,0
-6.62274,*,0,=,-0

1.14435,*,0,=,0
-0.0107249,*,0,=,-0
0.997197,*,0,=,0
1.24158,*,0,=,0
0.962633,*,0,=,0
-1.90054,*,0,=,-0

0.911124,*,0,=,0
-0.0487169,*,0,=,-0
1.00363,*,0,=,0
0.877997,*,0,=,0
1.10554,*,0,=,0
-0.000370857,*,0,=,-0

1.17631,*,0,=,0
0.00243687,*,0,=,0
1.0199,*,0,=,0
0.975253,*,0,=,0
1.01183,*,0,=,0
-0.141362,*,0,=,-0

0.861778,*,0,=,0
-0.0231401,*,0,=,-0
0.925561,*,0,=,0
1.04881,*,0,=,0
0.9422,*,0,=,0
0.0587781,*,0,=,0

1.05068,*,0,=,0
0.0156352,*,0,=,0
0.995861,*,0,=,0
0.907823,*,0,=,0
0.982962,*,0,=,0
0.253772,*,0,=,0

1.04407,*,0,=,0
0.01914,*,0,=,0
1.03442,*,0,=,0
1.07042,*,0,=,0
1.07637,*,0,=,0
-0.392589,*,0,=,-0

0.877843,*,0,=,0
-0.0196032,*,0,=,-0
1.05199,*,0,=,0
0.92807,*,0,=,0
1.00291,*,0,=,0
-5.04369,*,0,=,-0

1.11591,*,0,=,0
0.0417977,*,0,=,0
0.887889,*,0,=,0
0.983045,*,0,=,0
1.018,*,0,=,0
-0.0496941,*,0,=,-0

1.07766,*,0,=,0
0.0836398,*,0,=,0
1.115,*,0,=,0
1.06718,*,0,=,0
0.966999,*,0,=,0
0.135463,*,0,=,0

1.00151,*,0,=,0
0.561704,*,0,=,0
0.912054,*,0,=,0
1.02329,*,0,=,0
0.901591,*,0,=,0
-0.222468,*,0,=,-0

1.07694,*,0,=,0
-0.126765,*,0,=,-0
0.981276,*,0,=,0
1.00791,*,0,=,0
1.17732,*,0,=,0
-0.00919465,*,0,=,-0

1.02104,*,0,=,0
-0.330763,*,0,=,-0
1.01429,*,0,=,0
1.05784,*,0,=,0
0.858485,*,0,=,0
-0.798344,*,0,=,-0

0.923892,*,0,=,0
0.22085,*,0,=,0
1.00356,*,0,=,0
0.855834,*,0,=,0
1.00725,*,0,=,0
-7.95328,*,0,=,-0

1.04797,*,0,=,0
0,*,0,=,0
0.948758,*,0,=,0
0.984757,*,0,=,0
1.15152,*,0,=,0
0.906108,*,0,=,0

1.00107,*,0,=,0
0.0366431,*,0,=,0
1.02346,*,0,=,0
1.03443,*,0,=,0
0.912243,*,0,=,0
0.252851,*,0,=,0

1.05362,*,0,=,0
0,*,0,=,0
1.03802,*,0,=,0
0.815578,*,0,=,0
0.939652,*,0,=,0
-0.508543,*,0,=,-0

0.886005,*,0,=,0
-0.29944,*,0,=,-0
0.997024,*,0,=,0
1.15287,*,0,=,0
1.02529,*,0,=,0
-0.0990879,*,0,=,-0

1.01752,*,0,=,0
0.150615,*,0,=,0
1.01594,*,0,=,0
1.04005,*,0,=,0
0.999048,*,0,=,0
-0.287725,*,0,=,-0

0.939892,*,0,=,0
-0.131405,*,0,=,-0
0.931099,*,0,=,0
0.893913,*,0,=,0
0.976757,*,0,=,0
-0.387468,*,0,=,-0

1.18598,*,0,=,0
-0.0307667,*,0,=,-0
1.0623,*,0,=,0
1.2781,*,0,=,0
1.11253,*,0,=,0
0.124156,*,0,=,0

1.02218,*,0,=,0
-0.0144072,*,0,=,-0
1.017,*,0,=,0
0.954752,*,0,=,0
0.954105,*,0,=,0
0.203304,*,0,=,0

0.959464,*,0,=,0
0.000481893,*,0,=,0
1.01929,*,0,=,0
0.863637,*,0,=,0
1.04833,*,0,=,0
-10.4004,*,0,=,-0

1.05707,*,0,=,0
-0.00019745,*,0,=,-0
1.00737,*,0,=,0
1.08271,*,0,=,0
0.966493,*,0,=,0
-0.228079,*,0,=,-0

0.942439,*,0,=,0
0,*,0,=,0
1.03666,*,0,=,0
0.98447,*,0,=,0
1.02926,*,0,=,0
0.0246205,*,0,=,0

1.08578,*,0,=,0
0.281483,*,0,=,0
1.03002,*,0,=,0
1.05659,*,0,=,0
1.16855,*,0,=,0
0.122286,*,0,=,0

0.98114,*,0,=,0
0.072631,*,0,=,0
0.991608,*,0,=,0
1.12323,*,0,=,0
0.905232,*,0,=,0
-7.21756,*,0,=,-0

0.981043,*,0,=,0
-0.196912,*,0,=,-0
1.02101,*,0,=,0
0.925646,*,0,=,0
0.992803,*,0,=,0
-1.01937,*,0,=,-0

0.985979,*,0,=,0
0.231783,*,0,=,0
1.1125,*,0,=,0
0.910112,*,0,=,0
0.995194,*,0,=,0
0.128952,*,0,=,0

1.02316,*,0,=,0
0.0438883,*,0,=,0
1.03949,*,0,=,0
0.992548,*,0,=,0
1.0899,*,0,=,0
-0.12452,*,0,=,-0

1.14161,*,0,=,0
0,*,0,=,0
0.967788,*,0,=,0
1.2327,*,0,=,0
1.02875,*,0,=,0
0.0525662,*,0,=,0

0.909558,*,0,=,0
-0.00464062,*,0,=,-0
0.983468,*,0,=,0
1.08834,*,0,=,0
1.03388,*,0,=,0
-0.000388784,*,0,=,-0

0.983918,*,0,=,0
0,*,0,=,0
0.983809,*,0,=,0
1.07137,*,0,=,0
0.922267,*,0,=,0
-0.770885,*,0,=,-0

1.06238,*,0,=,0
0.000254398,*,0,=,0
1.01694,*,0,=,0
0.768318,*,0,=,0
1.06061,*,0,=,0
-0.0936816,*,0,=,-0

1.10323,*,0,=,0
0.178439,*,0,=,0
0.946488,*,0,=,0
0.946476,*,0,=,0
1.00618,*,0,=,0
-0.0479205,*,0,=,-0

0.955603,*,0,=,0
0,*,0,=,0
1.05353,*,0,=,0
1.06483,*,0,=,0
1.16763,*,0,=,0
0.320754,*,0,=,0

1.05538,*,0,=,0
-0.941433,*,0,=,-0
0.967377,*,0,=,0
1.03752,*,0,=,0
0.931807,*,0,=,0
-0.185407,*,0,=,-0

0.925227,*,0,=,0
0.539211,*,0,=,0
0.96484,*,0,=,0
1.11424,*,0,=,0
1.00556,*,0,=,0
0.00447358,*,0,=,0

1.2058,*,0,=,0
0,*,0,=,0
0.98273,*,0,=,0
1.02072,*,0,=,0
1.1025,*,0,=,0
0.20422,*,0,=,0

0.954341,*,0,=,0
0.0835661,*,0,=,0
1.08934,*,0,=,0
0.88067,*,0,=,0
0.797682,*,0,=,0
-0.207952,*,0,=,-0

0.958108,*,0,=,0
-0.142047,*,0,=,-0
0.939165,*,0,=,0
0.969757,*,0,=,0
1.08262,*,0,=,0
0.00424879,*,0,=,0

0.965729,*,0,=,0
0.437205,*,0,=,0
1.02012,*,0,=,0
0.880461,*,0,=,0
1.01575,*,0,=,0
0.181456,*,0,=,0

1.02761,*,0,=,0
1.05162,*,0,=,0
0.926077,*,0,=,0
1.11298,*,0,=,0
0.990462,*,0,=,0
-0.197857,*,0,=,-0

1.0607,*,0,=,0
0.877579,*,0,=,0
1.07887,*,0,=,0
1.04075,*,0,=,0
0.951332,*,0,=,0
0.0254262,*,0,=,0

1.03046,*,0,=,0
0.115684,*,0,=,0
1.06378,*,0,=,0
1.0549,*,0,=,0
1.24861,*,0,=,0
0.115604,*,0,=,0

1.02615,*,0,=,0
-0.0314294,*,0,=,-0
0.965514,*,0,=,0
1.01228,*,0,=,0
0.971503,*,0,=,0
-0.33852,*,0,=,-0

0.967383,*,0,=,0
0.069726,*,0,=,0
1.03285,*,0,=,0
0.837648,*,0,=,0
0.952982,*,0,=,0
-4.77877,*,0,=,-0

1.10796,*,0,=,0
0.115187,*,0,=,0
0.974951,*,0,=,0
1.03132,*,0,=,0
1.04333,*,0,=,0
-0.00448018,*,0,=,-0

0.916396,*,0,=,0
-0.674425,*,0,=,-0
1.01176,*,0,=,0
1.02524,*,0,=,0
0.937264,*,0,=,0
0.962531,*,0,=,0

0.944781,*,0,=,0
0.22703,*,0,=,0
1.0462,*,0,=,0
0.999217,*,0,=,0
1.00957,*,0,=,0
0.253648,*,0,=,0

1.05701,*,0,=,0
0,*,0,=,0
1.04495,*,0,=,0
1.16111,*,0,=,0
1.06042,*,0,=,0
-0.00295377,*,0,=,-0

0.958,*,0,=,0
0,*,0,=,0
0.964282,*,0,=,0
0.898957,*,0,=,0
1.00139,*,0,=,0
0.263345,*,0,=,0

1.02539,*,0,=,0
-0.13372,*,0,=,-0
1.01632,*,0,=,0
0.919765,*,0,=,0
1.03311,*,0,=,0
-0.147883,*,0,=,-0

1.05036,*,0,=,0
0.0338182,*,0,=,0
1.05028,*,0,=,0
0.864,*,0,=,0
0.907965,*,0,=,0
0.013795,*,0,=,0

1.06666,*,0,=,0
-0.0770083,*,0,=,-0
1.00859,*,0,=,0
1.32657,*,0,=,0
1.0178,*,0,=,0
0.975548,*,0,=,0

0.912928,*,0,=,0
0.161276,*,0,=,0
1.03633,*,0,=,0
0.925307,*,0,=,0
1.13129,*,0,=,0
0.323744,*,0,=,0

0.942066,*,0,=,0
0,*,0,=,0
0.991648,*,0,=,0
1.1432,*,0,=,0
0.92636,*,0,=,0
-0.0698854,*,0,=,-0

1.06053,*,0,=,0
0,*,0,=,0
1.00242,*,0,=,0
0.975628,*,0,=,0
0.921988,*,0,=,0
-0.134307,*,0,=,-0

0.955476,*,0,=,0
0.212836,*,0,=,0
1.00062,*,0,=,0
1.02691,*,0,=,0
1.13179,*,0,=,0
0.322601,*,0,=,0

1.1058,*,0,=,0
-0.124807,*,0,=,-0
0.948292,*,0,=,0
0.944676,*,0,=,0
0.875023,*,0,=,0
-2.8222,*,0,=,-0

0.953895,*,0,=,0
-0.191054,*,0,=,-0
1.02292,*,0,=,0
0.870345,*,0,=,0
1.09695,*,0,=,0
3.57017,*,0,=,0

0.941669,*,0,=,0
0.0495887,*,0,=,0
0.995174,*,0,=,0
1.3188,*,0,=,0
1.06415,*,0,=,0
0,*,0,=,0

1.01317,*,0,=,0
-0.138958,*,0,=,-0
0.990566,*,0,=,0
0.991101,*,0,=,0
0.964608,*,0,=,0
-0.177962,*,0,=,-0

0.919384,*,0,=,0
0,*,0,=,0
1.05345,*,0,=,0
0.897894,*,0,=,0
1.0163,*,0,=,0
0.00127298,*,0,=,0

1.02123,*,0,=,0
0.451136,*,0,=,0
0.943272,*,0,=,0
1.19981,*,0,=,0
0.885727,*,0,=,0
0.200178,*,0,=,0

1.20869,*,0,=,0
0.320318,*,0,=,0
1.01909,*,0,=,0
0.94092,*,0,=,0
1.11397,*,0,=,0
-0.479322,*,0,=,-0

0.909541,*,0,=,0
-0.199577,*,0,=,-0
1.00528,*,0,=,0
1.17593,*,0,=,0
0.998848,*,0,=,0
-0.0194492,*,0,=,-0

1.09422,*,0,=,0
0.0992013,*,0,=,0
0.976155,*,0,=,0
0.975311,*,0,=,0
0.99055,*,0,=,0
-0.221488,*,0,=,-0

0.97915,*,0,=,0
0.0567359,*,0,=,0
1.02828,*,0,=,0
0.886685,*,0,=,0
0.895588,*,0,=,0
0.310345,*,0,=,0

0.912165,*,0,=,0
0.516689,*,0,=,0
0.919489,*,0,=,0
1.08344,*,0,=,0
1.04193,*,0,=,0
0.102952,*,0,=,0

0.947394,*,0,=,0
-0.162338,*,0,=,-0
0.999688,*,0,=,0
0.91425,*,0,=,0
1.07105,*,0,=,0
-0.782353,*,0,=,-0

1.20004,*,0,=,0
0.594165,*,0,=,0
1.0008,*,0,=,0
1.24077,*,0,=,0
0.95157,*,0,=,0
-0.639213,*,0,=,-0

0.911411,*,0,=,0
0,*,0,=,0
1.06827,*,0,=,0
0.925944,*,0,=,0
0.899354,*,0,=,0
0.0532073,*,0,=,0

1.17948,*,0,=,0
0.65275,*,0,=,0
1.01446,*,0,=,0
1.09625,*,0,=,0
1.18305,*,0,=,0
-0.00622948,*,0,=,-0

0.900928,*,0,=,0
0.241745,*,0,=,0
0.97191,*,0,=,0
1.1381,*,0,=,0
0.93157,*,0,=,0
0.149428,*,0,=,0

0.904726,*,0,=,0
0.591332,*,0,=,0
0.924842,*,0,=,0
1.06159,*,0,=,0
0.938098,*,0,=,0
-0.216724,*,0,=,-0

0.973958,*,0,=,0
1.07898,*,0,=,0
1.0094,*,0,=,0
0.947692,*,0,=,0
1.04343,*,0,=,0
0.0752007,*,0,=,0

1.01058,*,0,=,0
0.301926,*,0,=,0
0.994018,*,0,=,0
1.00321,*,0,=,0
1.09162,*,0,=,0
-0.111164,*,0,=,-0

1.13655,*,0,=,0
-0.294498,*,0,=,-0
1.01764,*,0,=,0
0.939061,*,0,=,0
0.86027,*,0,=,0
0.0465261,*,0,=,0

0.945928,*,0,=,0
0.555431,*,0,=,0
1.05202,*,0,=,0
1.1115,*,0,=,0
1.1475,*,0,=,0
-0.0527208,*,0,=,-0

1.07237,*,0,=,0
0.397507,*,0,=,0
0.910345,*,0,=,0
1.01081,*,0,=,0
0.981912,*,0,=,0
-0.620317,*,0,=,-0

0.837328,*,0,=,0
0,*,0,=,0
1.01607,*,0,=,0
1.05161,*,0,=,0
1.00553,*,0,=,0
0.0842086,*,0,=,0

1.04005,*,0,=,0
0.50302,*,0,=,0
1.09871,*,0,=,0
0.997178,*,0,=,0
1.07726,*,0,=,0
-0.142289,*,0,=,-0

0.988676,*,0,=,0
-1.62233,*,0,=,-0
0.960735,*,0,=,0
0.928085,*,0,=,0
0.912799,*,0,=,0
0.0976436,*,0,=,0

0.954796,*,0,=,0
0.30713,*,0,=,0
1.03141,*,0,=,0
1.16625,*,0,=,0
1.08656,*,0,=,0
-0.0711541,*,0,=,-0

0.991687,*,0,=,0
-0.4154,*,0,=,-0
0.960767,*,0,=,0
0.970759,*,0,=,0
0.905981,*,0,=,0
0.102311,*,0,=,0

0.980173,*,0,=,0
0.174361,*,0,=,0
1.00237,*,0,=,0
0.915511,*,0,=,0
1.0377,*,0,=,0
0.329442,*,0,=,0

1.05681,*,0,=,0
-1.21132,*,0,=,-0
1.09921,*,0,=,0
1.37065,*,0,=,0
0.925621,*,0,=,0
-12.2253,*,0,=,-0

0.983708,*,0,=,0
0.403015,*,0,=,0
0.973385,*,0,=,0
0.877751,*,0,=,0
0.972121,*,0,=,0
-0.435652,*,0,=,-0

1.00695,*,0,=,0
-0.831774,*,0,=,-0
0.994765,*,0,=,0
1.01286,*,0,=,0
1.22933,*,0,=,0
0.351345,*,0,=,0

0.975494,*,0,=,0
0.913482,*,0,=,0
1.02871,*,0,=,0
0.936207,*,0,=,0
0.799471,*,0,=,0
-0.848608,*,0,=,-0

0.911164,*,0,=,0
0.312961,*,0,=,0
1.001,*,0,=,0
1.24546,*,0,=,0
1.04079,*,0,=,0
-2.30767,*,0,=,-0

1.13245,*,0,=,0
1.86166,*,0,=,0
0.95965,*,0,=,0
1.00431,*,0,=,0
1.19883,*,0,=,0
0.284598,*,0,=,0

1.0072,*,0,=,0
0,*,0,=,0
1.02392,*,0,=,0
0.953963,*,0,=,0
0.992675,*,0,=,0
0.454616,*,0,=,0

0.994182,*,0,=,0
0,*,0,=,0
1.05799,*,0,=,0
0.970397,*,0,=,0
0.856672,*,0,=,0
0.457234,*,0,=,0

0.936218,*,0,=,0
0.621967,*,0,=,0
0.914025,*,0,=,0
0.912226,*,0,=,0
1.02412,*,0,=,0
0.017129,*,0,=,0

1.08172,*,0,=,0
0.551514,*,0,=,0
1.03316,*,0,=,0
1.1841,*,0,=,0
1.02003,*,0,=,0
-0.216294,*,0,=,-0

1.0349,*,0,=,0
-2.36863,*,0,=,-0
0.998712,*,0,=,0
1.04307,*,0,=,0
1.07849,*,0,=,0
0.592133,*,0,=,0

0.958273,*,0,=,0
0.384988,*,0,=,0
1.04567,*,0,=,0
1.08287,*,0,=,0
0.912206,*,0,=,0
0.163445,*,0,=,0

1.12205,*,0,=,0
2.71781,*,0,=,0
0.88885,*,0,=,0
0.919922,*,0,=,0
1.03422,*,0,=,0
0.297528,*,0,=,0

1.03162,*,0,=,0
0.894636,*,0,=,0
1.00869,*,0,=,0
0.805011,*,0,=,0
1.10146,*,0,=,0
-0.136664,*,0,=,-0

0.913161,*,0,=,0
3.04988,*,0,=,0
1.03198,*,0,=,0
1.20254,*,0,=,0
0.888852,*,0,=,0
-0.0589101,*,0,=,-0

1.06937,*,0,=,0
0.466767,*,0,=,0
0.928659,*,0,=,0
0.855849,*,0,=,0
0.978706,*,0,=,0
-0.236422,*,0,=,-0

1.05369,*,0,=,0
2.88359,*,0,=,0
0.993451,*,0,=,0
1.21044,*,0,=,0
0.838926,*,0,=,0
-0.544782,*,0,=,-0

1.02543,*,0,=,0
0.913211,*,0,=,0
1.02773,*,0,=,0
1.09207,*,0,=,0
1.16887,*,0,=,0
-0.684508,*,0,=,-0

0.882708,*,0,=,0
0.963458,*,0,=,0
1.04282,*,0,=,0
1.18135,*,0,=,0
0.949944,*,0,=,0
-0.208088,*,0,=,-0

1.01449,*,0,=,0
2.76341,*,0,=,0
0.936728,*,0,=,0
0.747926,*,0,=,0
1.21135,*,0,=,0
1.00211,*,0,=,0

1.09452,*,0,=,0
0.989873,*,0,=,0
1.01037,*,0,=,0
1.07279,*,0,=,0
0.928127,*,0,=,0
-3.18888,*,0,=,-0

0.901586,*,0,=,0
1.38529,*,0,=,0
0.970468,*,0,=,0
1.3137,*,0,=,0
1.09433,*,0,=,0
-0.000818751,*,0,=,-0

1.10013,*,0,=,0
0.548255,*,0,=,0
1.05977,*,0,=,0
0.859971,*,0,=,0
0.876666,*,0,=,0
-0.162735,*,0,=,-0

1.15187,*,0,=,0
1.38723,*,0,=,0
1.00019,*,0,=,0
0.993175,*,0,=,0
1.05998,*,0,=,0
-5.26981,*,0,=,-0

0.848971,*,0,=,0
2.88257,*,0,=,0
0.981983,*,0,=,0
1.10753,*,0,=,0
0.886094,*,0,=,0
-0.0917939,*,0,=,-0

1.00594,*,0,=,0
0.322807,*,0,=,0
1.00854,*,0,=,0
1.03821,*,0,=,0
1.03059,*,0,=,0
0.453679,*,0,=,0

0.962578,*,0,=,0
-0.964833,*,0,=,-0
1.10063,*,0,=,0
0.924877,*,0,=,0
1.0438,*,0,=,0
-3.8219,*,0,=,-0

1.07769,*,0,=,0
0.519103,*,0,=,0
1.0556,*,0,=,0
0.882707,*,0,=,0
1.01391,*,0,=,0
0.082272,*,0,=,0

0.933138,*,0,=,0
2.61519,*,0,=,0
0.963025,*,0,=,0
1.07754,*,0,=,0
1.07637,*,0,=,0
-0.00074095,*,0,=,-0

0.941058,*,0,=,0
0.436589,*,0,=,0
0.961947,*,0,=,0
0.877483,*,0,=,0
1.12138,*,0,=,0
-8.20016,*,0,=,-0

1.09953,*,0,=,0
0.954958,*,0,=,0
1.06625,*,0,=,0
1.13972,*,0,=,0
0.950671,*,0,=,0
-0.907894,*,0,=,-0

0.933287,*,0,=,0
0.581161,*,0,=,0
0.93786,*,0,=,0
0.943102,*,0,=,0
0.870704,*,0,=,0
0.161185,*,0,=,0

1.05042,*,0,=,0
0.665657,*,0,=,0
1.05034,*,0,=,0
1.01999,*,0,=,0
1.04694,*,0,=,0
-0.23786,*,0,=,-0

1.11672,*,0,=,0
-2.63353,*,0,=,-0
1.04879,*,0,=,0
0.988558,*,0,=,0
0.875091,*,0,=,0
-0.162928,*,0,=,-0

0.968262,*,0,=,0
0.825819,*,0,=,0
0.942597,*,0,=,0
1.065,*,0,=,0
1.42572,*,0,=,0
0.294873,*,0,=,0

1.01261,*,0,=,0
0.625124,*,0,=,0
1.10171,*,0,=,0
0.815762,*,0,=,0
0.90619,*,0,=,0
-0.697234,*,0,=,-0

1.00412,*,0,=,0
0.644485,*,0,=,0
0.968018,*,0,=,0
1.15882,*,0,=,0
1.06186,*,0,=,0
-5.09285,*,0,=,-0

1.0353,*,0,=,0
2.68323,*,0,=,0
1.03936,*,0,=,0
0.952923,*,0,=,0
1.00389,*,0,=,0
-0.00393513,*,0,=,-0

0.956831,*,0,=,0
0.609406,*,0,=,0
1.02975,*,0,=,0
0.905134,*,0,=,0
1.13673,*,0,=,0
-11.8481,*,0,=,-0

1.03211,*,0,=,0
-1.12351,*,0,=,-0
0.97926,*,0,=,0
1.04755,*,0,=,0
0.901043,*,0,=,0
-5.64116e+11,*,0,=,-0

0.965455,*,0,=,0
2.19363,*,0,=,0
1.10288,*,0,=,0
1.12917,*,0,=,0
1.17457,*,0,=,0
-0.106914,*,0,=,-0

1.25671,*,0,=,0
0.343528,*,0,=,0
0.918985,*,0,=,0
1.0736,*,0,=,0
0.852008,*,0,=,0
-0.140818,*,0,=,-0

0.807639,*,0,=,0
0,*,0,=,0
1.0026,*,0,=,0
0.926517,*,0,=,0
1.12459,*,0,=,0
-8.18789,*,0,=,-0

1.17956,*,0,=,0
2.40968,*,0,=,0
1.01249,*,0,=,0
0.959375,*,0,=,0
1.08329,*,0,=,0
-0.121158,*,0,=,-0

0.908784,*,0,=,0
0.375396,*,0,=,0
1.00053,*,0,=,0
0.890291,*,0,=,0
0.901432,*,0,=,0
-0.0521239,*,0,=,-0

0.988766,*,0,=,0
0,*,0,=,0
1.0203,*,0,=,0
1.01674,*,0,=,0
1.03471,*,0,=,0
-9.66766,*,0,=,-0

0.975876,*,0,=,0
0.33308,*,0,=,0
1.03362,*,0,=,0
1.00189,*,0,=,0
1.01085,*,0,=,0
0.113608,*,0,=,0

1.09103,*,0,=,0
-2.22828,*,0,=,-0
0.976733,*,0,=,0
1.07873,*,0,=,0
1.0947,*,0,=,0
0.0880097,*,0,=,0

1.03263,*,0,=,0
2.14367,*,0,=,0
0.967192,*,0,=,0
0.98868,*,0,=,0
0.977348,*,0,=,0
0.0449067,*,0,=,0

0.973903,*,0,=,0
0.428225,*,0,=,0
1.1953,*,0,=,0
0.982187,*,0,=,0
1.08703,*,0,=,0
-0.128945,*,0,=,-0

1.03164,*,0,=,0
1.97479,*,0,=,0
0.9466,*,0,=,0
1.0085,*,0,=,0
0.993597,*,0,=,0
0.00546828,*,0,=,0

1.10775,*,0,=,0
1.94096,*,0,=,0
0.971308,*,0,=,0
0.955869,*,0,=,0
0.850942,*,0,=,0
0.101417,*,0,=,0

0.946919,*,0,=,0
-2.00329,*,0,=,-0
1.11632,*,0,=,0
1.33212,*,0,=,0
1.1737,*,0,=,0
-0.126948,*,0,=,-0

0.952608,*,0,=,0
0.241205,*,0,=,0
0.969848,*,0,=,0
0.971535,*,0,=,0
0.960328,*,0,=,0
-4.15975,*,0,=,-0

1.16717,*,0,=,0
-0.698489,*,0,=,-0
0.989845,*,0,=,0
0.894504,*,0,=,0
1.0607,*,0,=,0
-0.04088,*,0,=,-0

0.861911,*,0,=,0
1.94704,*,0,=,0
0.979479,*,0,=,0
0.893702,*,0,=,0
0.938741,*,0,=,0
0.261568,*,0,=,0

1.20626,*,0,=,0
0.478541,*,0,=,0
0.995194,*,0,=,0
0.909151,*,0,=,0
1.07209,*,0,=,0
-0.113572,*,0,=,-0

0.96185,*,0,=,0
1.00081,*,0,=,0
1.03832,*,0,=,0
1.08399,*,0,=,0
1.12664,*,0,=,0
-0.0492237,*,0,=,-0

0.901349,*,0,=,0
0.521565,*,0,=,0
0.962501,*,0,=,0
0.993702,*,0,=,0
0.937994,*,0,=,0
-0.385304,*,0,=,-0

0.961155,*,0,=,0
1.15877,*,0,=,0
0.957034,*,0,=,0
1.02058,*,0,=,0
0.97682,*,0,=,0
0.155944,*,0,=,0

1.06129,*,0,=,0
0.44708,*,0,=,0
0.988635,*,0,=,0
1.14652,*,0,=,0
1.10765,*,0,=,0
-0.0341602,*,0,=,-0

1.15189,*,0,=,0
2.00844,*,0,=,0
1.03724,*,0,=,0
0.916489,*,0,=,0
1.05224,*,0,=,0
2.69676,*,0,=,0

0.89616,*,0,=,0
1.84383,*,0,=,0
1.04229,*,0,=,0
0.831028,*,0,=,0
0.977323,*,0,=,0
-0.634107,*,0,=,-0

1.00245,*,0,=,0
0,*,0,=,0
1.02767,*,0,=,0
1.39074,*,0,=,0
1.03703,*,0,=,0
-0.362574,*,0,=,-0

0.944098,*,0,=,0
2.21877,*,0,=,0
0.999754,*,0,=,0
0.783669,*,0,=,0
0.892455,*,0,=,0
0.00139356,*,0,=,0

1.00119,*,0,=,0
0.630248,*,0,=,0
0.968802,*,0,=,0
1.1172,*,0,=,0
1.11596,*,0,=,0
0.278576,*,0,=,0

1.22991,*,0,=,0
-1.19091,*,0,=,-0
1.02386,*,0,=,0
0.959585,*,0,=,0
0.924496,*,0,=,0
-0.240691,*,0,=,-0

0.898478,*,0,=,0
0.22267,*,0,=,0
1.00289,*,0,=,0
1.23517,*,0,=,0
1.19232,*,0,=,0
0.0304654,*,0,=,0

0.963146,*,0,=,0
0,*,0,=,0
1.04011,*,0,=,0
0.904469,*,0,=,0
0.887668,*,0,=,0
-0.872968,*,0,=,-0

1.08334,*,0,=,0
-0.296273,*,0,=,-0
1.02992,*,0,=,0
0.951296,*,0,=,0
1.09241,*,0,=,0
-8.19352,*,0,=,-0

0.953897,*,0,=,0
0.185564,*,0,=,0
1.05256,*,0,=,0
0.918454,*,0,=,0
0.954984,*,0,=,0
-0.0639182,*,0,=,-0

