s_dot_rec, ,gain, ,s_dot_des

1.02254,*,0,=,0
1.28306,*,0,=,0
0.846303,*,0,=,0
0.0614476,*,0,=,0
0.911455,*,0,=,0
0.847467,*,0,=,0

1.13411,*,0,=,0
0.983706,*,0,=,0
1.30845,*,0,=,0
0.029781,*,0,=,0
1.8234,*,0,=,0
1.44642,*,0,=,0

0.869269,*,0,=,0
0.837269,*,0,=,0
0.996348,*,0,=,0
-0.0371061,*,0,=,-0
0.61368,*,0,=,0
0.880677,*,0,=,0

1.12243,*,0,=,0
1.28555,*,0,=,0
0.868723,*,0,=,0
-0.0310174,*,0,=,-0
0.916367,*,0,=,0
1.19263,*,0,=,0

1.06843,*,0,=,0
0.755323,*,0,=,0
0.937223,*,0,=,0
0.0790872,*,0,=,0
1.20445,*,0,=,0
1.49828,*,0,=,0

0.951944,*,0,=,0
1.12232,*,0,=,0
0.964073,*,0,=,0
-0.0428942,*,0,=,-0
1.41656,*,0,=,0
0.611529,*,0,=,0

1.14496,*,0,=,0
1.7384,*,0,=,0
1.32775,*,0,=,0
0.116615,*,0,=,0
0.896113,*,0,=,0
2.96156,*,0,=,0

0.944333,*,0,=,0
0.767244,*,0,=,0
1.07781,*,0,=,0
0.0538896,*,0,=,0
1.03961,*,0,=,0
0.75019,*,0,=,0

0.929605,*,0,=,0
1.08985,*,0,=,0
0.923314,*,0,=,0
-0.101098,*,0,=,-0
0.841001,*,0,=,0
1.04265,*,0,=,0

1.09148,*,0,=,0
0.80829,*,0,=,0
0.9394,*,0,=,0
0.0288081,*,0,=,0
1.0545,*,0,=,0
0.978828,*,0,=,0

1.24717,*,0,=,0
0.929798,*,0,=,0
0.937018,*,0,=,0
0,*,0,=,0
0.989243,*,0,=,0
1.88173,*,0,=,0

0.75196,*,0,=,0
1.20387,*,0,=,0
1.20394,*,0,=,0
-0.0180788,*,0,=,-0
0.992963,*,0,=,0
0.570921,*,0,=,0

0.773901,*,0,=,0
0.74669,*,0,=,0
0.868266,*,0,=,0
0.034251,*,0,=,0
1.20556,*,0,=,0
1.02141,*,0,=,0

1.44745,*,0,=,0
1.27617,*,0,=,0
1.30407,*,0,=,0
0,*,0,=,0
0.567271,*,0,=,0
1.23725,*,0,=,0

0.91515,*,0,=,0
0.957819,*,0,=,0
1.01283,*,0,=,0
0,*,0,=,0
1.94134,*,0,=,0
1.50448,*,0,=,0

1.09335,*,0,=,0
0.933274,*,0,=,0
0.842563,*,0,=,0
-0.0184669,*,0,=,-0
1.26515,*,0,=,0
0.740691,*,0,=,0

0.867523,*,0,=,0
1.13998,*,0,=,0
0.816888,*,0,=,0
0.0174249,*,0,=,0
0.764512,*,0,=,0
1.96676,*,0,=,0

1.19875,*,0,=,0
1.1234,*,0,=,0
1.43745,*,0,=,0
0,*,0,=,0
1.73793,*,0,=,0
1.18121,*,0,=,0

1.09589,*,0,=,0
0.790216,*,0,=,0
0.782113,*,0,=,0
-0.0238269,*,0,=,-0
0.832314,*,0,=,0
0.613365,*,0,=,0

0.718124,*,0,=,0
1.18508,*,0,=,0
1.2082,*,0,=,0
0.0226788,*,0,=,0
1.26199,*,0,=,0
2.08417,*,0,=,0

1.40158,*,0,=,0
0.861067,*,0,=,0
1.17252,*,0,=,0
-0.0120862,*,0,=,-0
0.540812,*,0,=,0
1.46999,*,0,=,0

0.956146,*,0,=,0
0.918353,*,0,=,0
0.823435,*,0,=,0
0.00671981,*,0,=,0
2.43902,*,0,=,0
0.651893,*,0,=,0

0.954911,*,0,=,0
1.05294,*,0,=,0
1.15691,*,0,=,0
-0.0105473,*,0,=,-0
0.791222,*,0,=,0
1.02249,*,0,=,0

0.875538,*,0,=,0
0.856692,*,0,=,0
0.850154,*,0,=,0
0.0303599,*,0,=,0
2.42382,*,0,=,0
0.914042,*,0,=,0

0.905338,*,0,=,0
1.42284,*,0,=,0
1.04881,*,0,=,0
-0.0291794,*,0,=,-0
0.746983,*,0,=,0
1.05853,*,0,=,0

0.913049,*,0,=,0
0.833347,*,0,=,0
0.906113,*,0,=,0
0.0140439,*,0,=,0
1.26324,*,0,=,0
1.57629,*,0,=,0

1.65489,*,0,=,0
0.855375,*,0,=,0
1.01663,*,0,=,0
0.0270746,*,0,=,0
1.23617,*,0,=,0
0.59415,*,0,=,0

0.734289,*,0,=,0
1.22651,*,0,=,0
1.09918,*,0,=,0
-0.0261318,*,0,=,-0
0.710923,*,0,=,0
1.65462,*,0,=,0

1.17758,*,0,=,0
0.861602,*,0,=,0
1.01609,*,0,=,0
-0.00865808,*,0,=,-0
1.7772,*,0,=,0
1.0694,*,0,=,0

0.862996,*,0,=,0
1.28182,*,0,=,0
1.10693,*,0,=,0
0,*,0,=,0
0.924115,*,0,=,0
0.883831,*,0,=,0

1.26659,*,0,=,0
0.7368,*,0,=,0
1.01496,*,0,=,0
0.00604101,*,0,=,0
0.745485,*,0,=,0
0.88846,*,0,=,0

0.85038,*,0,=,0
1.17111,*,0,=,0
0.858834,*,0,=,0
-0.00764584,*,0,=,-0
1.2284,*,0,=,0
0.662002,*,0,=,0

1.37453,*,0,=,0
0.843178,*,0,=,0
1.31937,*,0,=,0
-0.0242807,*,0,=,-0
0.900451,*,0,=,0
5.64087,*,0,=,0

0.849468,*,0,=,0
1.15384,*,0,=,0
0.937921,*,0,=,0
0.00924849,*,0,=,0
1.13709,*,0,=,0
0.938512,*,0,=,0

1.35746,*,0,=,0
1.23635,*,0,=,0
1.06543,*,0,=,0
-0.0087721,*,0,=,-0
1.22744,*,0,=,0
0.880672,*,0,=,0

0.850443,*,0,=,0
0.798882,*,0,=,0
1.14828,*,0,=,0
0.00122508,*,0,=,0
0.829752,*,0,=,0
1.48049,*,0,=,0

1.19104,*,0,=,0
1.17101,*,0,=,0
0.769985,*,0,=,0
-0.0009616,*,0,=,-0
0.715949,*,0,=,0
1.49085,*,0,=,0

0.748649,*,0,=,0
0.871785,*,0,=,0
1.74458,*,0,=,0
4.9589e+07,*,0,=,0
1.43101,*,0,=,0
0.608246,*,0,=,0

1.07024,*,0,=,0
0.716029,*,0,=,0
0.7834,*,0,=,0
2.33542e-06,*,0,=,0
1.18231,*,0,=,0
0.771283,*,0,=,0

1.16763,*,0,=,0
2.94059,*,0,=,0
1.03629,*,0,=,0
1.09182e-08,*,0,=,0
0.655028,*,0,=,0
3.06772,*,0,=,0

0.903931,*,0,=,0
0.770845,*,0,=,0
0.801812,*,0,=,0
-1.06525e-10,*,0,=,-0
1.05997,*,0,=,0
1.20881,*,0,=,0

0.897195,*,0,=,0
1.2178,*,0,=,0
0.920573,*,0,=,0
-4.15729e-12,*,0,=,-0
1.4731,*,0,=,0
0.992428,*,0,=,0

1.05026,*,0,=,0
0.818285,*,0,=,0
1.0516,*,0,=,0
-4.42482e-14,*,0,=,-0
0.898104,*,0,=,0
0.982093,*,0,=,0

0.980769,*,0,=,0
1.3696,*,0,=,0
1.16725,*,0,=,0
4.31714e-16,*,0,=,0
1.17585,*,0,=,0
0.682647,*,0,=,0

1.04043,*,0,=,0
0.839768,*,0,=,0
0.988547,*,0,=,0
1.93052e-18,*,0,=,0
0.71428,*,0,=,0
1.06552,*,0,=,0

1.28225,*,0,=,0
1.02563,*,0,=,0
0.973679,*,0,=,0
-9.61805e-21,*,0,=,-0
0.735579,*,0,=,0
1.88006,*,0,=,0

1.00244,*,0,=,0
0.81865,*,0,=,0
0.97223,*,0,=,0
0,*,0,=,0
1.90779,*,0,=,0
1.15404,*,0,=,0

0.91709,*,0,=,0
1.32882,*,0,=,0
1.32496,*,0,=,0
6.06074e-25,*,0,=,0
0.65255,*,0,=,0
0.966145,*,0,=,0

0.843502,*,0,=,0
1.01753,*,0,=,0
0.822602,*,0,=,0
-1.16622e-26,*,0,=,-0
1.65938,*,0,=,0
1.01741,*,0,=,0

1.06443,*,0,=,0
1.16064,*,0,=,0
1.03809,*,0,=,0
0,*,0,=,0
1.66466,*,0,=,0
0.792268,*,0,=,0

0.716234,*,0,=,0
0.775308,*,0,=,0
0.975955,*,0,=,0
-1.14186e-30,*,0,=,-0
1.20071,*,0,=,0
1.23335,*,0,=,0

2.26284,*,0,=,0
1.29842,*,0,=,0
1.27307,*,0,=,0
1.69531e-32,*,0,=,0
0.585474,*,0,=,0
1.17609,*,0,=,0

0.685108,*,0,=,0
0.811224,*,0,=,0
0.92335,*,0,=,0
0,*,0,=,0
0.879096,*,0,=,0
0.540119,*,0,=,0

0.987131,*,0,=,0
1.03555,*,0,=,0
1.041,*,0,=,0
0.0322415,*,0,=,0
6.87692,*,0,=,0
6.06524,*,0,=,0

1.17401,*,0,=,0
0.836441,*,0,=,0
1.11642,*,0,=,0
-0.0369632,*,0,=,-0
0.457957,*,0,=,0
0.685557,*,0,=,0

0.944137,*,0,=,0
1.16342,*,0,=,0
0.826157,*,0,=,0
-0.0337186,*,0,=,-0
1.65291,*,0,=,0
2.07946,*,0,=,0

1.32889,*,0,=,0
0.81721,*,0,=,0
1.14435,*,0,=,0
-0.0618771,*,0,=,-0
1.12953,*,0,=,0
1.03282,*,0,=,0

0.730562,*,0,=,0
1.30123,*,0,=,0
0.824899,*,0,=,0
0.0129866,*,0,=,0
1.10221,*,0,=,0
2.00463,*,0,=,0

1.09263,*,0,=,0
1.01646,*,0,=,0
1.04307,*,0,=,0
-0.0354647,*,0,=,-0
0.812785,*,0,=,0
0.621935,*,0,=,0

0.822852,*,0,=,0
0.890649,*,0,=,0
1.10323,*,0,=,0
0.0261077,*,0,=,0
1.55026,*,0,=,0
1.13957,*,0,=,0

1.35051,*,0,=,0
1.05049,*,0,=,0
0.897437,*,0,=,0
-0.0235299,*,0,=,-0
0.878158,*,0,=,0
1.07066,*,0,=,0

0.929803,*,0,=,0
0.955503,*,0,=,0
1.11185,*,0,=,0
0.0517943,*,0,=,0
1.25787,*,0,=,0
1.04993,*,0,=,0

1.53964,*,0,=,0
0.934245,*,0,=,0
0.893033,*,0,=,0
0,*,0,=,0
0.613584,*,0,=,0
1.06153,*,0,=,0

0.74172,*,0,=,0
1.28694,*,0,=,0
1.16537,*,0,=,0
0,*,0,=,0
1.00669,*,0,=,0
1.05607,*,0,=,0

0.971517,*,0,=,0
0.792491,*,0,=,0
0.939657,*,0,=,0
0.0942159,*,0,=,0
1.97195,*,0,=,0
0.96049,*,0,=,0

1.25075,*,0,=,0
1.28085,*,0,=,0
1.03799,*,0,=,0
-0.0500395,*,0,=,-0
0.582791,*,0,=,0
1.37048,*,0,=,0

1.29194,*,0,=,0
0.632493,*,0,=,0
0.993694,*,0,=,0
0.207333,*,0,=,0
1.92433,*,0,=,0
1.04646,*,0,=,0

0.780533,*,0,=,0
1.96404,*,0,=,0
0.806156,*,0,=,0
0.058903,*,0,=,0
1.17107,*,0,=,0
1.06884,*,0,=,0

1.13176,*,0,=,0
0.880238,*,0,=,0
1.42509,*,0,=,0
-0.224873,*,0,=,-0
0.66919,*,0,=,0
0.756155,*,0,=,0

0.955405,*,0,=,0
1.02293,*,0,=,0
0.751127,*,0,=,0
0.219709,*,0,=,0
2.00124,*,0,=,0
0.846098,*,0,=,0

0.753659,*,0,=,0
0.959079,*,0,=,0
1.02346,*,0,=,0
0,*,0,=,0
0.722666,*,0,=,0
1.74924,*,0,=,0

1.09418,*,0,=,0
1.0782,*,0,=,0
1.08643,*,0,=,0
-0.13764,*,0,=,-0
2.75863,*,0,=,0
0.644748,*,0,=,0

1.52753,*,0,=,0
0.953018,*,0,=,0
0.952904,*,0,=,0
0.145621,*,0,=,0
0.628588,*,0,=,0
2.2065,*,0,=,0

1.02148,*,0,=,0
0.890132,*,0,=,0
1.02875,*,0,=,0
0.232921,*,0,=,0
0.861939,*,0,=,0
1.36222,*,0,=,0

1.10365,*,0,=,0
1.39901,*,0,=,0
1.01693,*,0,=,0
-0.150692,*,0,=,-0
1.53919,*,0,=,0
1.3668,*,0,=,0

0.964343,*,0,=,0
0.607672,*,0,=,0
0.945871,*,0,=,0
0.328402,*,0,=,0
0.862731,*,0,=,0
1.3743,*,0,=,0

0.930015,*,0,=,0
2.79151,*,0,=,0
1.16112,*,0,=,0
-0.900934,*,0,=,-0
1.18246,*,0,=,0
0.516874,*,0,=,0

0.948747,*,0,=,0
0.849211,*,0,=,0
1.05047,*,0,=,0
-0.943435,*,0,=,-0
0.947268,*,0,=,0
1.12038,*,0,=,0

0.998969,*,0,=,0
1.02104,*,0,=,0
0.878944,*,0,=,0
0.160457,*,0,=,0
1.14045,*,0,=,0
1.68588,*,0,=,0

0.747907,*,0,=,0
0.821133,*,0,=,0
0.945489,*,0,=,0
-0.453657,*,0,=,-0
0.734021,*,0,=,0
0.851013,*,0,=,0

1.4255,*,0,=,0
1.32867,*,0,=,0
0.99821,*,0,=,0
0.397093,*,0,=,0
0.903593,*,0,=,0
0.585341,*,0,=,0

0.787512,*,0,=,0
0.742782,*,0,=,0
1.01751,*,0,=,0
0,*,0,=,0
1.02095,*,0,=,0
3.25204,*,0,=,0

1.72905,*,0,=,0
1.49337,*,0,=,0
1.28451,*,0,=,0
0.419114,*,0,=,0
1.91559,*,0,=,0
0.773324,*,0,=,0

1.21055,*,0,=,0
0.781402,*,0,=,0
0.814194,*,0,=,0
1.25064,*,0,=,0
0.469791,*,0,=,0
0.628021,*,0,=,0

0.637476,*,0,=,0
1.08645,*,0,=,0
1.35523,*,0,=,0
-0.673472,*,0,=,-0
1.47851,*,0,=,0
2.27009,*,0,=,0

1.13994,*,0,=,0
0.872093,*,0,=,0
0.810891,*,0,=,0
0.688525,*,0,=,0
1.0083,*,0,=,0
0.863401,*,0,=,0

1.8392,*,0,=,0
1.45314,*,0,=,0
0.971942,*,0,=,0
1.65057,*,0,=,0
1.52225,*,0,=,0
1.34357,*,0,=,0

0.57093,*,0,=,0
1.17844,*,0,=,0
1.00802,*,0,=,0
0.229522,*,0,=,0
1.19365,*,0,=,0
0.857547,*,0,=,0

4.00706,*,0,=,0
0.843063,*,0,=,0
0.903087,*,0,=,0
-0.892068,*,0,=,-0
0.955789,*,0,=,0
1.15447,*,0,=,0

0.777739,*,0,=,0
1.07508,*,0,=,0
0.924777,*,0,=,0
1.72579,*,0,=,0
0.48484,*,0,=,0
0.960106,*,0,=,0

0.893815,*,0,=,0
0.784061,*,0,=,0
1.37737,*,0,=,0
1.96742,*,0,=,0
5.86035,*,0,=,0
1.30378,*,0,=,0

1.15817,*,0,=,0
1.23683,*,0,=,0
1.04819,*,0,=,0
0.503352,*,0,=,0
0.749063,*,0,=,0
0.870899,*,0,=,0

1.15695,*,0,=,0
1.14859,*,0,=,0
0.867444,*,0,=,0
-2.20686,*,0,=,-0
0.980552,*,0,=,0
0.641701,*,0,=,0

0.874866,*,0,=,0
0.6716,*,0,=,0
1.03525,*,0,=,0
0.382478,*,0,=,0
1.14256,*,0,=,0
1.1731,*,0,=,0

0.707148,*,0,=,0
2.06642,*,0,=,0
0.935404,*,0,=,0
-2.45845,*,0,=,-0
0.694328,*,0,=,0
0.983844,*,0,=,0

1.18629,*,0,=,0
1.23101,*,0,=,0
1.04923,*,0,=,0
1.12251,*,0,=,0
1.4009,*,0,=,0
1.33028,*,0,=,0

1.23893,*,0,=,0
0.68061,*,0,=,0
1.15285,*,0,=,0
0.639849,*,0,=,0
0.827448,*,0,=,0
1.76001,*,0,=,0

0.998357,*,0,=,0
1.52521,*,0,=,0
1.09986,*,0,=,0
1.1889,*,0,=,0
0.831789,*,0,=,0
0.506622,*,0,=,0

0.798438,*,0,=,0
0.733755,*,0,=,0
0.87142,*,0,=,0
0.455321,*,0,=,0
1.82771,*,0,=,0
2.36793,*,0,=,0

1.42851,*,0,=,0
0.971094,*,0,=,0
1.21469,*,0,=,0
-2.55278,*,0,=,-0
1.76384,*,0,=,0
1.00108,*,0,=,0

0.917624,*,0,=,0
1.13459,*,0,=,0
0.959496,*,0,=,0
0.655747,*,0,=,0
0.882869,*,0,=,0
1.13259,*,0,=,0

0.941141,*,0,=,0
0.936606,*,0,=,0
0.930085,*,0,=,0
1.16919,*,0,=,0
0.919536,*,0,=,0
1.00022,*,0,=,0

0.788623,*,0,=,0
0.984402,*,0,=,0
1.06453,*,0,=,0
0.592408,*,0,=,0
0.800038,*,0,=,0
0.638582,*,0,=,0

1.44025,*,0,=,0
0.944389,*,0,=,0
1.05239,*,0,=,0
0,*,0,=,0
0,*,0,=,0
1.2032,*,0,=,0

1.2396,*,0,=,0
1.22136,*,0,=,0
0.98978,*,0,=,0
1.18985,*,0,=,0
0.756705,*,0,=,0
1.14893,*,0,=,0

0.918928,*,0,=,0
0.936203,*,0,=,0
0.840336,*,0,=,0
0.608704,*,0,=,0
0.877121,*,0,=,0
1.70306,*,0,=,0

0.741747,*,0,=,0
1.22091,*,0,=,0
1.36597,*,0,=,0
0.851791,*,0,=,0
0.669821,*,0,=,0
1.13422,*,0,=,0

0.866281,*,0,=,0
1.00752,*,0,=,0
1.10808,*,0,=,0
0.747959,*,0,=,0
5.48607,*,0,=,0
0.534713,*,0,=,0

1.23878,*,0,=,0
0.727239,*,0,=,0
1.06801,*,0,=,0
2.1519,*,0,=,0
0.531597,*,0,=,0
1.17647,*,0,=,0

1.67775,*,0,=,0
1.05903,*,0,=,0
0.762036,*,0,=,0
1.03002,*,0,=,0
-1.29148,*,0,=,-0
1.78479,*,0,=,0

0.753705,*,0,=,0
1.07621,*,0,=,0
1.04019,*,0,=,0
2.54211,*,0,=,0
0.644027,*,0,=,0
1.10484,*,0,=,0

1.20928,*,0,=,0
1.10093,*,0,=,0
1.15905,*,0,=,0
0.56785,*,0,=,0
0.742685,*,0,=,0
0.906105,*,0,=,0

0.825551,*,0,=,0
1.00922,*,0,=,0
0.908008,*,0,=,0
0.31912,*,0,=,0
0.76074,*,0,=,0
1.1157,*,0,=,0

0.944667,*,0,=,0
1.07581,*,0,=,0
1.32249,*,0,=,0
-0.476326,*,0,=,-0
0.862336,*,0,=,0
0.757849,*,0,=,0

1.68415,*,0,=,0
1.67028,*,0,=,0
0.868482,*,0,=,0
1.81021,*,0,=,0
1.2953,*,0,=,0
1.49022,*,0,=,0

0.835698,*,0,=,0
0.970861,*,0,=,0
1.00948,*,0,=,0
0.976152,*,0,=,0
0.891216,*,0,=,0
0.99775,*,0,=,0

1.00047,*,0,=,0
0.568855,*,0,=,0
0.819368,*,0,=,0
0.562507,*,0,=,0
0.529263,*,0,=,0
2.10534,*,0,=,0

1.34512,*,0,=,0
1.75854,*,0,=,0
1.09361,*,0,=,0
0.931868,*,0,=,0
-5.36709,*,0,=,-0
0.677869,*,0,=,0

0.813137,*,0,=,0
1.35947,*,0,=,0
1.42181,*,0,=,0
1.90684,*,0,=,0
0.569135,*,0,=,0
0.857219,*,0,=,0

1.04619,*,0,=,0
0.744971,*,0,=,0
0.875866,*,0,=,0
0.318755,*,0,=,0
2.52138,*,0,=,0
1.20047,*,0,=,0

0.87076,*,0,=,0
0.893531,*,0,=,0
0.903474,*,0,=,0
-0.783247,*,0,=,-0
0.907496,*,0,=,0
1.39608,*,0,=,0

1.615,*,0,=,0
0.780409,*,0,=,0
1.17744,*,0,=,0
1.40226,*,0,=,0
0.799809,*,0,=,0
0.674813,*,0,=,0

0.885424,*,0,=,0
1.98574,*,0,=,0
1.25814,*,0,=,0
0.204099,*,0,=,0
0.905578,*,0,=,0
3.48908,*,0,=,0

0.992158,*,0,=,0
0.887058,*,0,=,0
0.862481,*,0,=,0
-0.708663,*,0,=,-0
2.66758,*,0,=,0
0.713681,*,0,=,0

0.792781,*,0,=,0
1.32679,*,0,=,0
0.882799,*,0,=,0
0,*,0,=,0
1.7162,*,0,=,0
1.01906,*,0,=,0

0.901794,*,0,=,0
1.1542,*,0,=,0
1.26471,*,0,=,0
-1.16356,*,0,=,-0
0.498615,*,0,=,0
1.03453,*,0,=,0

1.18552,*,0,=,0
0.676903,*,0,=,0
0.910331,*,0,=,0
0.145231,*,0,=,0
0,*,0,=,0
0.788785,*,0,=,0

1.6891,*,0,=,0
1.05821,*,0,=,0
0.942316,*,0,=,0
-0.37225,*,0,=,-0
0.554912,*,0,=,0
0.85969,*,0,=,0

0.896547,*,0,=,0
1.16294,*,0,=,0
1.06737,*,0,=,0
-0.484991,*,0,=,-0
1.86675,*,0,=,0
0.881395,*,0,=,0

1.26587,*,0,=,0
1.06399,*,0,=,0
0.992202,*,0,=,0
0.259558,*,0,=,0
1.09016,*,0,=,0
1.44373,*,0,=,0

0.693883,*,0,=,0
0.967937,*,0,=,0
0.956558,*,0,=,0
-0.566665,*,0,=,-0
2.68573,*,0,=,0
2.36224,*,0,=,0

0.729913,*,0,=,0
0.949767,*,0,=,0
0.853706,*,0,=,0
0.223955,*,0,=,0
0.768812,*,0,=,0
0.621422,*,0,=,0

0.841529,*,0,=,0
1.59847,*,0,=,0
0.901825,*,0,=,0
0.118162,*,0,=,0
0.609437,*,0,=,0
0.96318,*,0,=,0

1.66973,*,0,=,0
0.617456,*,0,=,0
1.81389,*,0,=,0
0.320926,*,0,=,0
1.12794,*,0,=,0
1.02613,*,0,=,0

1.57782,*,0,=,0
1.26767,*,0,=,0
0.763535,*,0,=,0
0,*,0,=,0
0.912,*,0,=,0
1.0296,*,0,=,0

0.959484,*,0,=,0
1.15904,*,0,=,0
1.09348,*,0,=,0
0,*,0,=,0
0.877782,*,0,=,0
1.13012,*,0,=,0

0.847417,*,0,=,0
1.03524,*,0,=,0
1.0063,*,0,=,0
0.249909,*,0,=,0
2.63454,*,0,=,0
1.7477,*,0,=,0

1.31439,*,0,=,0
0.991928,*,0,=,0
1.09453,*,0,=,0
-0.0441208,*,0,=,-0
0.664406,*,0,=,0
0.514289,*,0,=,0

0.857566,*,0,=,0
1.00152,*,0,=,0
0.817196,*,0,=,0
-0.0830802,*,0,=,-0
0.925107,*,0,=,0
3.66348,*,0,=,0

1.40667,*,0,=,0
0.947772,*,0,=,0
0.972212,*,0,=,0
0.0298828,*,0,=,0
5.49189,*,0,=,0
0.730833,*,0,=,0

0.895537,*,0,=,0
1.13901,*,0,=,0
1.07616,*,0,=,0
-0.0188748,*,0,=,-0
0.663628,*,0,=,0
3.27839,*,0,=,0

0.856338,*,0,=,0
0.633241,*,0,=,0
1.01147,*,0,=,0
0.0161642,*,0,=,0
0,*,0,=,0
0.672328,*,0,=,0

1.08227,*,0,=,0
1.6059,*,0,=,0
0.934939,*,0,=,0
6.88626e-05,*,0,=,0
0.375642,*,0,=,0
1.13525,*,0,=,0

0.988837,*,0,=,0
0.936244,*,0,=,0
1.07253,*,0,=,0
-0.0234828,*,0,=,-0
1.0941,*,0,=,0
0.683714,*,0,=,0

1.03795,*,0,=,0
1.36947,*,0,=,0
1.0449,*,0,=,0
-0.00512622,*,0,=,-0
1.1616,*,0,=,0
0.883309,*,0,=,0

0.912976,*,0,=,0
0.942022,*,0,=,0
0.867968,*,0,=,0
0.00488369,*,0,=,0
0.785048,*,0,=,0
1.3637,*,0,=,0

0.870101,*,0,=,0
1.27025,*,0,=,0
1.20438,*,0,=,0
-0.0063326,*,0,=,-0
5.13286,*,0,=,0
0.976878,*,0,=,0

1.08199,*,0,=,0
0.867205,*,0,=,0
0.94172,*,0,=,0
0.00848731,*,0,=,0
0.709827,*,0,=,0
0.815799,*,0,=,0

1.25818,*,0,=,0
0.730819,*,0,=,0
1.01916,*,0,=,0
-0.0175297,*,0,=,-0
1.03792,*,0,=,0
1.69524,*,0,=,0

0.906083,*,0,=,0
0.900772,*,0,=,0
1.18855,*,0,=,0
0.0394651,*,0,=,0
0.612773,*,0,=,0
0.978495,*,0,=,0

1.38237,*,0,=,0
1.59602,*,0,=,0
1.01437,*,0,=,0
-0.0208709,*,0,=,-0
-2.73432,*,0,=,-0
0.970612,*,0,=,0

0.741338,*,0,=,0
1.04378,*,0,=,0
0.741233,*,0,=,0
0.0537959,*,0,=,0
0.908343,*,0,=,0
0.975957,*,0,=,0

1.1148,*,0,=,0
0.871034,*,0,=,0
1.11163,*,0,=,0
-0.140314,*,0,=,-0
0.683584,*,0,=,0
0.934248,*,0,=,0

0.968962,*,0,=,0
1.38412,*,0,=,0
1.145,*,0,=,0
-0.228341,*,0,=,-0
0.651736,*,0,=,0
1.39341,*,0,=,0

1.14239,*,0,=,0
0.716061,*,0,=,0
1.07346,*,0,=,0
0,*,0,=,0
2.74291,*,0,=,0
0.898661,*,0,=,0

1.12708,*,0,=,0
1.22374,*,0,=,0
0.942563,*,0,=,0
0.0411546,*,0,=,0
1.33926,*,0,=,0
1.40187,*,0,=,0

0.759781,*,0,=,0
0.952166,*,0,=,0
0.870494,*,0,=,0
-0.175615,*,0,=,-0
0.583257,*,0,=,0
0.703532,*,0,=,0

1.37251,*,0,=,0
0.969216,*,0,=,0
0.984341,*,0,=,0
-0.188597,*,0,=,-0
2.74223,*,0,=,0
1.12049,*,0,=,0

0.990255,*,0,=,0
1.04512,*,0,=,0
1.10978,*,0,=,0
-0.286575,*,0,=,-0
0.675388,*,0,=,0
1.6396,*,0,=,0

0.967816,*,0,=,0
1.26604,*,0,=,0
1.07884,*,0,=,0
-0.186781,*,0,=,-0
1.35723,*,0,=,0
0.912729,*,0,=,0

0.764292,*,0,=,0
0.719278,*,0,=,0
0.924222,*,0,=,0
0.0593016,*,0,=,0
1.32779,*,0,=,0
1.18373,*,0,=,0

1.58384,*,0,=,0
1.56281,*,0,=,0
1.07844,*,0,=,0
0.0676711,*,0,=,0
0.863197,*,0,=,0
0.632505,*,0,=,0

0.906716,*,0,=,0
0.710545,*,0,=,0
0.813934,*,0,=,0
-0.0392672,*,0,=,-0
0.745073,*,0,=,0
1.16211,*,0,=,0

1.34938,*,0,=,0
2.97715,*,0,=,0
0.935646,*,0,=,0
0,*,0,=,0
1.34028,*,0,=,0
0.93255,*,0,=,0

0.709544,*,0,=,0
0.718574,*,0,=,0
1.17635,*,0,=,0
0.031706,*,0,=,0
0.771517,*,0,=,0
1.43046,*,0,=,0

1.47112,*,0,=,0
0.941432,*,0,=,0
1.02189,*,0,=,0
0.0164437,*,0,=,0
2.64773,*,0,=,0
0.643436,*,0,=,0

1.23282,*,0,=,0
1.37513,*,0,=,0
1.11748,*,0,=,0
-0.0108588,*,0,=,-0
0.742719,*,0,=,0
1.32663,*,0,=,0

0.8795,*,0,=,0
0.99704,*,0,=,0
0.837085,*,0,=,0
0.0459733,*,0,=,0
0,*,0,=,0
0.736548,*,0,=,0

0.898263,*,0,=,0
0.7555,*,0,=,0
1.60559,*,0,=,0
0,*,0,=,0
0.457594,*,0,=,0
1.3132,*,0,=,0

0.984283,*,0,=,0
2.32487,*,0,=,0
0.824805,*,0,=,0
0.018359,*,0,=,0
0,*,0,=,0
1.12922,*,0,=,0

1.54422,*,0,=,0
0.828548,*,0,=,0
1.01329,*,0,=,0
-0.00640576,*,0,=,-0
0.690823,*,0,=,0
2.31606,*,0,=,0

0.762214,*,0,=,0
0.695732,*,0,=,0
0.842295,*,0,=,0
0.0285041,*,0,=,0
0.736732,*,0,=,0
0.940302,*,0,=,0

0.78735,*,0,=,0
1.55095,*,0,=,0
1.13333,*,0,=,0
0.00867718,*,0,=,0
0.765993,*,0,=,0
0.668191,*,0,=,0

1.31222,*,0,=,0
0.854729,*,0,=,0
1.25058,*,0,=,0
0.0172548,*,0,=,0
2.76489,*,0,=,0
0.796604,*,0,=,0

0.807754,*,0,=,0
1.14545,*,0,=,0
0.965316,*,0,=,0
0,*,0,=,0
1.44438,*,0,=,0
